timestamp,Inverter1_System State,Inverter1_Active Output Power [W],Inverter1_Reactive Output Power [kVAr],Inverter1_Apparent Output Power [kVA],Inverter1_Active PCC Power [W],Inverter1_Reactive PCC Power [kVAr],Inverter1_Apparent PCC Power [kVA],Inverter1_Voltage DC1 [V],Inverter1_Current DC1 [A],Inverter1_Power DC1 [W],Inverter1_Voltage DC2 [V],Inverter1_Current DC2 [A],Inverter1_Power DC2 [W],Inverter1_Charge/Discharge Power [kW],Inverter1_Battery SOC [%],Inverter1_External Power [kW]
2025-11-11 11:41:20,2.0,0.28,0.0,0.0,-4.0,0.0,0.0,171.10000000000002,0.87,0.14,183.70000000000002,0.88,0.16,0.0,0.0,26.0
2025-11-11 11:41:22,2.0,0.29,0.0,0.0,-4.0,0.0,0.0,171.20000000000002,0.89,0.15,182.60000000000002,0.74,0.13,0.0,0.0,25.0
2025-11-11 11:41:24,2.0,0.29,0.0,0.0,-3.98,0.0,0.0,165.70000000000002,0.89,0.14,181.5,0.89,0.16,0.0,0.0,27.0
2025-11-11 11:41:26,2.0,0.29,0.0,0.0,-4.0,0.0,0.0,177.60000000000002,0.84,0.14,183.70000000000002,0.84,0.15,0.0,0.0,27.0
2025-11-11 11:41:29,2.0,0.29,0.0,0.0,-4.01,0.0,0.0,165.60000000000002,0.89,0.14,182.8,0.9,0.16,0.0,0.0,26.0
2025-11-11 11:41:31,2.0,0.29,0.0,0.0,-4.0,0.0,0.0,171.60000000000002,0.91,0.15,181.60000000000002,0.92,0.16,0.0,0.0,27.0
2025-11-11 11:41:32,2.0,0.29,0.0,0.0,-3.99,0.0,0.0,171.60000000000002,0.88,0.15,182.3,0.89,0.16,0.0,0.0,27.0
2025-11-11 11:41:34,2.0,0.3,0.0,0.0,-4.0,0.0,0.0,177.70000000000002,0.86,0.15,183.70000000000002,0.85,0.15,0.0,0.0,26.0
2025-11-11 11:41:36,2.0,0.29,0.0,0.0,-4.0,0.0,0.0,165.60000000000002,0.9,0.14,182.20000000000002,0.9,0.16,0.0,0.0,27.0
2025-11-11 11:41:38,2.0,0.29,0.0,0.0,-4.0,0.0,0.0,165.60000000000002,0.92,0.15,180.70000000000002,0.89,0.16,0.0,0.0,27.0
2025-11-11 11:41:40,2.0,0.29,0.0,0.0,-4.01,0.0,0.0,165.60000000000002,0.89,0.14,182.5,0.89,0.16,0.0,0.0,27.0
2025-11-11 11:41:41,2.0,0.29,0.0,0.0,-3.99,0.0,0.0,165.70000000000002,0.89,0.14,182.60000000000002,0.89,0.16,0.0,0.0,27.0
2025-11-11 11:41:43,2.0,0.28,0.0,0.0,-4.0,0.0,0.0,165.70000000000002,0.9,0.15,182.4,0.89,0.16,0.0,0.0,26.0
2025-11-11 11:41:45,2.0,0.28,0.0,0.0,-3.99,0.0,0.0,165.70000000000002,0.91,0.15,181.8,0.91,0.16,0.0,0.0,27.0
2025-11-11 11:41:47,2.0,0.28,0.0,0.0,-3.99,0.0,0.0,172.10000000000002,0.89,0.15,181.20000000000002,0.91,0.16,0.0,0.0,27.0
2025-11-11 11:41:48,2.0,0.28,0.0,0.0,-3.99,0.0,0.0,172.20000000000002,0.88,0.15,182.70000000000002,0.87,0.16,0.0,0.0,27.0
2025-11-11 11:41:50,2.0,0.3,0.0,0.0,-4.0,0.0,0.0,172.10000000000002,0.89,0.14,181.3,0.9,0.16,0.0,0.0,27.0
2025-11-11 11:41:53,2.0,0.28,0.0,0.0,-3.99,0.0,0.0,172.20000000000002,0.9,0.15,182.0,0.9,0.16,0.0,0.0,27.0
2025-11-11 11:41:55,2.0,0.29,0.0,0.0,-3.97,0.0,0.0,178.70000000000002,0.86,0.15,183.10000000000002,0.74,0.13,0.0,0.0,24.0
2025-11-11 11:41:57,2.0,0.29,0.0,0.0,-3.98,0.0,0.0,174.0,0.91,0.15,183.70000000000002,0.85,0.15,0.0,0.0,28.0
2025-11-11 11:41:59,2.0,0.3,0.0,0.0,-4.0,0.0,0.0,172.60000000000002,0.91,0.15,179.4,0.92,0.16,0.0,0.0,28.0
2025-11-11 11:42:01,2.0,0.29,0.0,0.0,-3.98,0.0,0.0,172.60000000000002,0.87,0.15,183.10000000000002,0.87,0.16,0.0,0.0,27.0
2025-11-11 11:42:04,2.0,0.27,0.0,0.0,-3.99,0.0,0.0,178.70000000000002,0.88,0.15,182.3,0.88,0.16,0.0,0.0,27.0
2025-11-11 11:42:05,2.0,0.31,0.0,0.0,-3.99,0.0,0.0,166.60000000000002,0.89,0.14,181.5,0.9,0.16,0.0,0.0,27.0
2025-11-11 11:42:07,2.0,0.29,0.0,0.0,-3.99,0.0,0.0,172.60000000000002,0.9,0.15,180.5,0.92,0.16,0.0,0.0,27.0
2025-11-11 11:42:09,2.0,0.29,0.0,0.0,-3.99,0.0,0.0,172.70000000000002,0.88,0.15,182.0,0.88,0.16,0.0,0.0,27.0
2025-11-11 11:42:11,2.0,0.28,0.0,0.0,-3.99,0.0,0.0,178.70000000000002,0.87,0.15,181.8,0.89,0.16,0.0,0.0,27.0
2025-11-11 11:42:14,2.0,0.29,0.0,0.0,-4.08,0.0,0.0,171.70000000000002,0.88,0.15,178.0,0.89,0.15,0.0,0.0,24.0
2025-11-11 11:42:15,2.0,0.29,0.0,0.0,-3.99,0.0,0.0,167.10000000000002,0.89,0.14,181.9,0.89,0.16,0.0,0.0,27.0
2025-11-11 11:42:17,2.0,0.28,0.0,0.0,-3.98,0.0,0.0,173.20000000000002,0.9,0.15,182.10000000000002,0.88,0.16,0.0,0.0,28.0
2025-11-11 11:42:20,2.0,0.29,0.0,0.0,-3.98,0.0,0.0,173.10000000000002,0.89,0.15,181.8,0.9,0.16,0.0,0.0,28.0
2025-11-11 11:42:22,2.0,0.3,0.0,0.0,-3.98,0.0,0.0,173.20000000000002,0.91,0.15,181.3,0.9,0.16,0.0,0.0,28.0
2025-11-11 11:42:23,2.0,0.28,0.0,0.0,-3.99,0.0,0.0,173.20000000000002,0.89,0.15,181.70000000000002,0.89,0.16,0.0,0.0,27.0
2025-11-11 11:42:25,2.0,0.28,0.0,0.0,-3.99,0.0,0.0,173.0,0.88,0.15,180.70000000000002,0.9,0.16,0.0,0.0,27.0
2025-11-11 11:42:27,2.0,0.29,0.0,0.0,-3.98,0.0,0.0,173.10000000000002,0.88,0.15,182.0,0.8200000000000001,0.15,0.0,0.0,27.0
2025-11-11 11:42:30,2.0,0.3,0.0,0.0,-3.99,0.0,0.0,167.10000000000002,0.89,0.15,182.20000000000002,0.9,0.16,0.0,0.0,27.0
